,Author,Text
124,BeefyChickens,"As Demryon approaches the encampment, his quiver now holds one less arrow. It now rests in his fingers and against the bent wood of his bow...ready to fly at a moments notice."
125,RealZachKraus,"Chadwick moves up to the front, straining his eyes for any sign of danger. He crouches next to Gideon, ""big bad dwarf itching to leave the cave, eh?"""
126,Graehamkracker,"""I'd rather do the finding than be found"" Bendron whispers back, shaking free of Gideon"
127,BeefyChickens,"Demryon turns back to his young tagalong and whispers, ""Be wary boy, needn't be hasty."""
128,Nightwing32193,"Gideon chuckles, ""With any luck I'll be able to take a few of these fockers teeth with me before their precious feast day ends."""
129,Graehamkracker,"""Men used to be civilized. Well, nearly. But these seem more beast. My aim is not glory for today - killing a few to say to more accomplishes nothing."""
130,ButcherDawg,"Seamus looks closely at the gathering by the fire, trying see what weapons they possess as well as other details."
131,Nightwing32193,"Gideon let's out a soft chuckle as he pats Bedron on the back, ""Why fight if not for glory, people will remember the name Gideon of the Ul Vadr long after I'm dead and burried, can you say the same friend?"""
132,Graehamkracker,"""How long? How long does a name last, without it being passed along? Or a tale be spun, without one to retell it?"""
133,RealZachKraus,"""Hey Gideon, think we can flank 'em? Like in the old days?"""
134,Nightwing32193,"Gideon looks at his long time friend. Then at the dwarf,, then at the fire ahead,""Bring 'em home."" he snarls, and readies his blade."
135,RealZachKraus,"Chadwick tightens his armor and taps his axe to the ground. ""The lord'll sort em."" He grins, his teeth glowing in the dim firelight."
136,Dragodar,"The savages seem to be using primitive weapons. You see a scythe much like your own, a couple shortswords, a handaxe, a couple shortspears, and several offhand daggers.The rest of the party approaches the campfire and sees the same thing that Demryon and Seamus saw: about half a dozen Niorû with their weapons drawn... fighting each other to the death. Around them lay scattered the bodies of four dead Niorû. As the party watches from the shadows, the surviving savages swing blindly at each other with their weapons in a crazed frenzy, laughing maniacally as they do. One of the barbarians catches another on the jaw with his scythe and cleaves through the victim's head, dropping him instantly. At the sight of this, the other Niorû laugh hysterically and begin fighting each other with renewed vigor. The party watches in disgust as the savages cut each other down, growing more excited with every spurt of blood."
137,Graehamkracker,"""That's what, five left? That could be hard to do quietly"" Bendron whispers as he looks for a way around"
138,ButcherDawg,"Seamus raises his scythe and motions to the others, as if saying ""See what this scythe could do? Totally awesome."""
139,Nightwing32193,"Gideon raises his eye brows, as if finally starting to understand something,  ""So this must be what the Feast of Erythnul is all about. Just bloodshed? Well may as well help them celebrate their god.""  as he draws his great sword and charges at the nearest warrior, swinging his weapon in a great sweeping arc at the man's frame."
140,BeefyChickens,"""Hold on now, we don't know if it is just these few, there could be more beyond this camp. Why so eager?"""
141,ButcherDawg,"""I say we let sir Demyron let fly an arrow. Maybe he could land a deadly blow and leave the rest to come to us for an ambush,"" Seamus whispers in excitement. He has hungered for an adventure."
142,Graehamkracker,"Bendron sighs, then lowers his halberd and charges behind. He heads toward the middle of the group, halberd held low. He catches an ankle with the hook of his halberd and pulls, intending to topple his foe and follow up with a downward hack of the halberd's axe head.For touch attack, can use polearm for total +8 (1 to polearms, 3 Bab, 4 STR). For strength check, +8 (4 STR, 4 to trip) and +8 to follow up attack"
143,BeefyChickens,"Seeing how his other comrades are already charging head first into the bloody skirmish, Demryon looses an arrow in the direction of one of the unfortunate savages."
144,RealZachKraus,"Chadwick rolls his eyes, spits a curse, and hops into the clearing, bringing his great axe down at the left clavical of the nearest heathen garbage."
145,ButcherDawg,Seamus charges as well. Sliding through the grass and swinging his scythe to the back crease of a Niorû knee.
146,Dragodar,"Demryon releases his arrow, and the rest of the party charges into the small clearing. Upon seeing them, the Niorû's faces light up and they cry out in excitement, almost as if to greet the strangers. Raising their weapons, the Niorû charge blindly at the party.Lou, following Seamus, charges into the clearing and clamps her jaws down upon the arm of the shortspear wielding Niorû.(1d20+7)18(1d20+4)19(1d20+8)18(1d20+3)17(1d20+5)25(1d20+1)9(1d20)17Shortsword Niorû 1: (1d20)3Shortsword Niorû 2: (1d20)19Handaxe Niorû: (1d20)8Shortspear Niorû 1: (1d20)13Shortspear Niorû 2: (1d20)7Gideon: (1d20+3)18Seamus: (1d20+3)16Lou: (1d20+2)10Chadwick: (1d20+2)7Bendron: (1d20+3)19Demryon: (1d20+9)22"
147,Dragodar,"Gideon strikes the first of the savages holding a shortsword and Bendron attempts to trip the second, while Demryon's arrow strikes true on the savage with the handaxe and Lou sinks her teeth deep into a shortspear wielding savage's arm. Chadwick attacks the savage with the scythe.(2d6+6)13(1d20+8)16Opposed check: (1d20+2)11(1d8)7(1d6+1)4(3d12+18)39Gideon brings his sword around in a massive arc and cleaves deep into the Niorû's ribcage. The savage falls to his knees, a look of shock and pain darting through his eyes before they glaze over and he falls to the ground, dropping his sword. Shortsword Niorû 1 is dead.Bendron manages to catch his opponent with the crook of his halberd and knocks the savage to the ground. Shortsword Niorû 2 is now prone, lying on the ground and extra vulnerable to attack. He receives a -4 penalty to AC.Bendron gets a free attack on his prone opponent, for his successful trip.Demryon's arrow strikes the handaxe wielding savage in the chest and he stumbles, with a look of shock on his face. He is severely wounded, but his insane rage carries him forward as he raises his weapon once more. Lou draws blood, yanking on the Niorû's arm sharply; he cries out and nearly drops his spear. Chadwick, with a mighty roar, strikes the scythe wielding savage directly in the left clavicle, neatly separating the left side of his body from the right. For a moment, the body stands comically still, its eyes still moving, then the two sides fall apart from one another, the head attached to the right side, as a deluge of organs and blood soaks Chad's feet. The other Niorû pause to watch the grisly scene unfold, betraying fear in their wild expressions for the first time as they see their companion split seemingly easily from shoulder to crotch.Scythe Niorû is very dead.Everyone go ahead and make surprise round attacks, then we'll start the Initiative."
